Frame count,Pos x,Pos y,Pos z,Rot x,Rot y,Rot z,Rot w,Tracker confidence
18,-0.05306108295917511,0.02525077573955059,0.2247217893600464,-0.00714096101000905,-0.049538835883140564,-0.007955974899232388,0.9987149834632874,2
19,-0.05411270260810852,0.02533603087067604,0.22929905354976654,-0.007483588997274637,-0.04984382539987564,-0.007469075731933117,0.9987010955810547,2
20,-0.055620573461055756,0.025897540152072906,0.23190662264823914,-0.008237455040216446,-0.05011507123708725,-0.007367442827671766,0.9986823201179504,2
21,-0.05703997239470482,0.025305161252617836,0.2355663776397705,-0.008970712311565876,-0.049769263714551926,-0.007410026155412197,0.9986929893493652,2
22,-0.058819398283958435,0.02502693049609661,0.23805971443653107,-0.010378705337643623,-0.04996686056256294,-0.00719919428229332,0.9986709952354431,2
23,-0.060206905007362366,0.02464221976697445,0.24049650132656097,-0.011072531342506409,-0.049950603395700455,-0.007229152601212263,0.998664140701294,2
24,-0.06173127517104149,0.02489275112748146,0.2435142546892166,-0.011359055526554585,-0.04923481494188309,-0.0073207370005548,0.9986958503723145,2
25,-0.063326895236969,0.025269174948334694,0.2463073581457138,-0.011941463686525822,-0.04922303184866905,-0.007314742077142,0.9986896514892578,2
26,-0.06519397348165512,0.025831453502178192,0.2484477311372757,-0.01249077171087265,-0.04934518411755562,-0.0071170818991959095,0.9986783862113953,2
27,-0.06660668551921844,0.02566920779645443,0.2509410083293915,-0.01359624695032835,-0.0491483248770237,-0.006986426189541817,0.9986745119094849,2
28,-0.06769439578056335,0.02547779679298401,0.2536531090736389,-0.01504103746265173,-0.04899970069527626,-0.006595244165509939,0.9986637830734253,2
29,-0.06857222318649292,0.02572472020983696,0.2558174431324005,-0.01626173034310341,-0.049113523215055466,-0.005712617188692093,0.9986444711685181,2
30,-0.06993386149406433,0.025429565459489822,0.25815117359161377,-0.01783628575503826,-0.049462638795375824,-0.004820645321160555,0.9986050724983215,2
31,-0.07165245711803436,0.024725526571273804,0.26134800910949707,-0.019189324229955673,-0.04972219094634056,-0.003924867603927851,0.9985710382461548,2
32,-0.07259508967399597,0.024900246411561966,0.26311272382736206,-0.02053445763885975,-0.0492546372115612,-0.003919382579624653,0.9985674619674683,2
33,-0.074063740670681,0.024345863610506058,0.2639951705932617,-0.022242601960897446,-0.04855968430638313,-0.004343547858297825,0.9985631108283997,2
34,-0.07632849365472794,0.024271242320537567,0.2659896910190582,-0.02337886579334736,-0.047777704894542694,-0.004360768478363752,0.9985748529434204,2
35,-0.078630730509758,0.02433035336434841,0.26770517230033875,-0.024670079350471497,-0.04563930258154869,-0.005522213876247406,0.9986380338668823,2
36,-0.08155237138271332,0.0252568069845438,0.2700479030609131,-0.02498074807226658,-0.04269389063119888,-0.007017247378826141,0.9987512230873108,2
37,-0.08551127463579178,0.02596382237970829,0.2723595201969147,-0.024587620049715042,-0.039452046155929565,-0.007473217789083719,0.9988909363746643,2
38,-0.0896061509847641,0.026618709787726402,0.2738081216812134,-0.02480296790599823,-0.03685738518834114,-0.007544622290879488,0.9989842772483826,2
39,-0.09314027428627014,0.027229193598031998,0.27431076765060425,-0.025023674592375755,-0.03305073082447052,-0.007624279707670212,0.9991113543510437,2
40,-0.0966363400220871,0.027654945850372314,0.27570024132728577,-0.024824121966958046,-0.030882395803928375,-0.006902294233441353,0.9991908669471741,2
41,-0.09984642267227173,0.027686873450875282,0.27704963088035583,-0.024485722184181213,-0.028663799166679382,-0.006325039081275463,0.9992691874504089,2
42,-0.10265529155731201,0.0280615221709013,0.27901798486709595,-0.02414979785680771,-0.02704424038529396,-0.005437158048152924,0.9993277192115784,2
43,-0.10605806112289429,0.028065264225006104,0.28057748079299927,-0.024118462577462196,-0.025647558271884918,-0.003596277441829443,0.9993736147880554,2
44,-0.10866082459688187,0.02867013029754162,0.2838146388530731,-0.02406301349401474,-0.02474382147192955,-0.0019855652935802937,0.9994022846221924,2
45,-0.11182592064142227,0.029649419710040092,0.28696560859680176,-0.024265175685286522,-0.023793119937181473,-0.0005696915904991329,0.9994222521781921,2
46,-0.11489436775445938,0.03044852428138256,0.288482129573822,-0.024387303739786148,-0.023097306489944458,0.000354232091922313,0.9994357228279114,2
47,-0.11919830739498138,0.031757380813360214,0.29189804196357727,-0.024576114490628242,-0.022945566102862358,0.0013626909349113703,0.9994337558746338,2
48,-0.12278242409229279,0.032582610845565796,0.29491791129112244,-0.024746738374233246,-0.02270716428756714,0.002628084272146225,0.9994324445724487,2
49,-0.1267956644296646,0.033254075795412064,0.2961095869541168,-0.02480839192867279,-0.02234659530222416,0.003527431283146143,0.9994362592697144,2
50,-0.13124702870845795,0.03465920686721802,0.2986212372779846,-0.024289563298225403,-0.021325496956706047,0.0036793688777834177,0.9994707703590393,2
51,-0.13455502688884735,0.036043427884578705,0.30102887749671936,-0.023448264226317406,-0.020476941019296646,0.0033272604923695326,0.9995098114013672,2
52,-0.1384681761264801,0.03805012255907059,0.3045719563961029,-0.022525761276483536,-0.019680369645357132,0.002729684580117464,0.9995488524436951,2
53,-0.1421710103750229,0.038764677941799164,0.30711790919303894,-0.021065330132842064,-0.018117209896445274,0.0015227191615849733,0.9996127486228943,2
54,-0.14598436653614044,0.03973352536559105,0.30912458896636963,-0.019445588812232018,-0.01610228419303894,-0.0002456509682815522,0.9996812343597412,2
55,-0.14973939955234528,0.04107940196990967,0.3107110559940338,-0.01816282980144024,-0.014379480853676796,-0.0015928704524412751,0.9997304081916809,2
56,-0.15563534200191498,0.043027617037296295,0.3137879967689514,-0.01602986827492714,-0.010609597899019718,-0.002623600186780095,0.9998118281364441,2
57,-0.1587672084569931,0.044226862490177155,0.3152644634246826,-0.01497826911509037,-0.00787061545997858,-0.0027138683944940567,0.9998531937599182,2
58,-0.1618771106004715,0.045039840042591095,0.3168940544128418,-0.014409177005290985,-0.004701868165284395,-0.00242637749761343,0.9998822212219238,2
59,-0.16457265615463257,0.04614361748099327,0.3177458345890045,-0.014326311647891998,-0.0012153307907283306,-0.0020659705623984337,0.9998944997787476,2
60,-0.16815856099128723,0.04721921309828758,0.31915655732154846,-0.014174044132232666,0.0029717027209699154,-0.0011830057483166456,0.9998944401741028,2
61,-0.17160727083683014,0.04711165651679039,0.3201371729373932,-0.014438893646001816,0.007589529734104872,-0.00015886496112216264,0.9998670220375061,2
62,-0.17460376024246216,0.04776740074157715,0.32169854640960693,-0.01488766074180603,0.011676482856273651,4.074351454619318e-05,0.9998210072517395,2
63,-0.17821457982063293,0.04759620875120163,0.3219035863876343,-0.01493991632014513,0.016416404396295547,-0.00020202486484777182,0.9997536540031433,2
64,-0.18241123855113983,0.04779254272580147,0.32199370861053467,-0.015142087824642658,0.019667088985443115,-0.0009130478138104081,0.9996915459632874,2
65,-0.18686248362064362,0.04754306748509407,0.32158732414245605,-0.015575418248772621,0.022985752671957016,-0.0024075256660580635,0.9996115565299988,2
66,-0.18987040221691132,0.04750379920005798,0.3210172653198242,-0.0159585103392601,0.026104826480150223,-0.004096542950719595,0.999523401260376,2
67,-0.19451439380645752,0.046749502420425415,0.3192509710788727,-0.01714911311864853,0.02704671211540699,-0.005743000190705061,0.999470591545105,2
68,-0.19829897582530975,0.04583624377846718,0.31815412640571594,-0.01831679418683052,0.02714427001774311,-0.006510009057819843,0.9994425177574158,2
69,-0.2018735706806183,0.045181505382061005,0.31733599305152893,-0.019900033250451088,0.026882564648985863,-0.007924952544271946,0.9994090795516968,2
70,-0.20559388399124146,0.04470587149262428,0.3153500258922577,-0.021763356402516365,0.025932755321264267,-0.009256499819457531,0.9993839263916016,2
71,-0.21119822561740875,0.04391610994935036,0.3134004771709442,-0.023443186655640602,0.024633202701807022,-0.009036293253302574,0.9993808269500732,2
72,-0.216622456908226,0.043255239725112915,0.3115115761756897,-0.02491910383105278,0.023151256144046783,-0.008523316122591496,0.9993850588798523,2
73,-0.2209242433309555,0.04332972317934036,0.30911755561828613,-0.026096275076270103,0.022084394469857216,-0.008439870551228523,0.9993798732757568,2
74,-0.22753958404064178,0.042790669947862625,0.3057509660720825,-0.026547404006123543,0.021746298298239708,-0.009129843674600124,0.9993693232536316,2
75,-0.23408140242099762,0.0435221791267395,0.302264928817749,-0.026087958365678787,0.021414946764707565,-0.010915360413491726,0.9993706345558167,2
76,-0.23917797207832336,0.04372653365135193,0.30056965351104736,-0.02499987930059433,0.02093179151415825,-0.012436547316610813,0.9993909597396851,2
77,-0.24456433951854706,0.0439680740237236,0.29836779832839966,-0.023730995133519173,0.019732028245925903,-0.013565698638558388,0.9994316101074219,2
78,-0.25009822845458984,0.04361136630177498,0.295475035905838,-0.023647554218769073,0.01667553000152111,-0.013164462521672249,0.9994946122169495,2
79,-0.25460144877433777,0.042869847267866135,0.2929103970527649,-0.02435711771249771,0.01298671867698431,-0.011338570155203342,0.9995546936988831,2
80,-0.2587532103061676,0.041566673666238785,0.2900446653366089,-0.02554635889828205,0.008098564110696316,-0.00878208503127098,0.9996022582054138,2
81,-0.26374390721321106,0.040625911206007004,0.28772491216659546,-0.02657080814242363,0.0035962124820798635,-0.007042999844998121,0.9996157288551331,2
82,-0.2681560218334198,0.03998621180653572,0.28530025482177734,-0.027492471039295197,4.62093812529929e-05,-0.005512882489711046,0.9996068477630615,2
83,-0.2746218740940094,0.039585694670677185,0.2822173535823822,-0.026912247762084007,-0.002452306915074587,-0.004025484435260296,0.9996266961097717,2
84,-0.280557781457901,0.03947902470827103,0.280856192111969,-0.02520301192998886,-0.0036493767984211445,-0.0043987431563436985,0.9996660351753235,2
85,-0.28609898686408997,0.039646752178668976,0.27874723076820374,-0.023907124996185303,-0.0047724428586661816,-0.004934453871101141,0.9996906518936157,2
86,-0.29285284876823425,0.03957564756274223,0.2774464190006256,-0.021965866908431053,-0.005136157851666212,-0.0055737183429300785,0.9997299909591675,2
87,-0.2970234453678131,0.039205655455589294,0.2762528657913208,-0.0208255797624588,-0.005736632272601128,-0.006438426207751036,0.9997459650039673,2
88,-0.30181798338890076,0.03835436329245567,0.274955153465271,-0.020773103460669518,-0.006390312220901251,-0.006192145869135857,0.9997446537017822,2
89,-0.30797845125198364,0.03751588985323906,0.27267464995384216,-0.02071678824722767,-0.00662466324865818,-0.005983840208500624,0.9997455477714539,2
90,-0.3136022090911865,0.037323713302612305,0.2708401381969452,-0.020998019725084305,-0.0071936496533453465,-0.006101445760577917,0.9997350573539734,2
91,-0.31960034370422363,0.03646044433116913,0.2694544792175293,-0.021367734298110008,-0.008158901706337929,-0.005460828542709351,0.999723494052887,2
92,-0.32425326108932495,0.03617381304502487,0.26881352066993713,-0.021901778876781464,-0.008735612034797668,-0.004907160997390747,0.999709963798523,2
93,-0.3305516839027405,0.03622662276029587,0.26788297295570374,-0.02192831039428711,-0.00863028783351183,-0.004418083932250738,0.9997125864028931,2
94,-0.3355693221092224,0.03573545813560486,0.2671179175376892,-0.02164841815829277,-0.008263279683887959,-0.004179990850389004,0.9997227787971497,2
95,-0.34134969115257263,0.03516740724444389,0.26597392559051514,-0.02117953635752201,-0.007771164178848267,-0.003904427867382765,0.9997379183769226,2
96,-0.3467521071434021,0.03486570715904236,0.26491299271583557,-0.020542845129966736,-0.006645629648119211,-0.003503471380099654,0.9997608065605164,2
97,-0.35237300395965576,0.03401210531592369,0.26414766907691956,-0.02027195878326893,-0.006233852822333574,-0.0027351034805178642,0.9997713565826416,2
98,-0.35673612356185913,0.0329095833003521,0.2631894052028656,-0.020083073526620865,-0.00624170433729887,-0.0017662449972704053,0.9997773170471191,2
99,-0.3611840605735779,0.032211001962423325,0.2630118429660797,-0.019502919167280197,-0.006861153524369001,-0.0006519052549265325,0.9997860789299011,2
100,-0.36557695269584656,0.030626807361841202,0.26122310757637024,-0.019477050751447678,-0.008412361145019531,0.0008044972782954574,0.9997745752334595,2
101,-0.36889979243278503,0.029132986441254616,0.25930649042129517,-0.019069794565439224,-0.009334388189017773,0.0016190694877877831,0.9997732639312744,2
102,-0.3722689151763916,0.02746228314936161,0.25670579075813293,-0.01755228266119957,-0.009825811721384525,0.0015546121867373586,0.999796450138092,2
103,-0.37453100085258484,0.02548278123140335,0.253610223531723,-0.016307445243000984,-0.009993989020586014,0.0006181442295201123,0.9998169541358948,2
104,-0.37610793113708496,0.023624589666724205,0.24879035353660583,-0.014928222633898258,-0.010557849891483784,-0.00013559941726271063,0.9998328685760498,2
105,-0.3771028518676758,0.02103307470679283,0.24336379766464233,-0.013359228149056435,-0.01001187227666378,-0.0005544945015572011,0.9998605847358704,2
106,-0.3785549998283386,0.01817518286406994,0.23689621686935425,-0.011435034684836864,-0.009178057312965393,-0.0007697740802541375,0.9998922348022461,2
107,-0.3793691396713257,0.016576793044805527,0.2308492511510849,-0.00969696044921875,-0.00898504164069891,-0.00036796974018216133,0.9999125599861145,2
108,-0.37926366925239563,0.014253285713493824,0.22479034960269928,-0.008741356432437897,-0.009720583446323872,-0.0006379304686561227,0.9999143481254578,2
109,-0.3790888488292694,0.011935394257307053,0.21932700276374817,-0.008249945938587189,-0.011085715144872665,-0.0010434107389301062,0.9999039769172668,2
110,-0.37892964482307434,0.00885517057031393,0.21232928335666656,-0.008154569193720818,-0.012650733813643456,-0.0007544627878814936,0.9998864531517029,2
111,-0.3791390359401703,0.006151319481432438,0.20642076432704926,-0.008715854026377201,-0.014434176497161388,-8.458738193439785e-06,0.9998579025268555,2
112,-0.37981411814689636,0.002935467753559351,0.20125851035118103,-0.008638851344585419,-0.01647816225886345,0.0011861749226227403,0.999826192855835,2
113,-0.3812066614627838,0.00026980374241247773,0.19804492592811584,-0.007975666783750057,-0.017934614792466164,0.001962826354429126,0.9998054504394531,2
114,-0.38328808546066284,-0.002838653279468417,0.1959538459777832,-0.006255276966840029,-0.019144373014569283,0.0027799122035503387,0.999793291091919,2
115,-0.3851661682128906,-0.006457176525145769,0.19413399696350098,-0.004106504376977682,-0.019497133791446686,0.0035864172969013453,0.9997950196266174,2
116,-0.38849228620529175,-0.00995022151619196,0.1920851469039917,-0.0012381761334836483,-0.02033909596502781,0.004777634050697088,0.9997809529304504,2
117,-0.3917965590953827,-0.01516695786267519,0.19066408276557922,0.0004404393839649856,-0.021544719114899635,0.005473518744111061,0.9997528195381165,2
118,-0.394991397857666,-0.02056906931102276,0.18992716073989868,0.0015606831293553114,-0.02162947691977024,0.006133123766630888,0.9997460246086121,2
119,-0.3981287181377411,-0.025524048134684563,0.1896064132452011,0.002872495912015438,-0.021696755662560463,0.007234078366309404,0.9997343420982361,2
120,-0.4016687273979187,-0.031244855374097824,0.18821224570274353,0.003256502328440547,-0.022415246814489365,0.008359958417713642,0.9997084736824036,2
121,-0.40470656752586365,-0.03701016679406166,0.18735195696353912,0.0027899076230823994,-0.02364223077893257,0.009112833999097347,0.9996750950813293,2
122,-0.4070831835269928,-0.041439566761255264,0.18752028048038483,0.0027810425963252783,-0.02436785399913788,0.009333806112408638,0.9996556639671326,2
123,-0.4092505872249603,-0.04642929881811142,0.18877913057804108,0.00236610509455204,-0.025762369856238365,0.009068651124835014,0.9996241927146912,2
124,-0.41028323769569397,-0.051339514553546906,0.19061024487018585,0.0016956240870058537,-0.02838166430592537,0.009003586135804653,0.999555230140686,2
125,-0.4104630947113037,-0.05455523356795311,0.19199098646640778,0.0007677077664993703,-0.03130022808909416,0.008447260595858097,0.999474048614502,2
126,-0.4112197160720825,-0.058791402727365494,0.19424425065517426,-0.0005771926953457296,-0.034330982714891434,0.007085220422595739,0.9993852972984314,2
127,-0.41156336665153503,-0.06237468123435974,0.19597744941711426,-0.001036820700392127,-0.036282602697610855,0.006614943500608206,0.9993191361427307,2
128,-0.4126499593257904,-0.06644133478403091,0.19842155277729034,-0.0018435877282172441,-0.03874562308192253,0.006392695941030979,0.999226987361908,2
129,-0.41402268409729004,-0.06939982622861862,0.2004016637802124,-0.0024975582491606474,-0.04016490653157234,0.00584526639431715,0.9991728663444519,2
130,-0.4150659739971161,-0.07284034788608551,0.20386213064193726,-0.0022901587653905153,-0.04055489972233772,0.0051810164004564285,0.9991613030433655,2
131,-0.4158996343612671,-0.07606268674135208,0.20576904714107513,-0.00318922265432775,-0.040837351232767105,0.004058569669723511,0.9991524815559387,2
132,-0.4179859757423401,-0.0791817307472229,0.20775938034057617,-0.004430514294654131,-0.04099563509225845,0.003325000638142228,0.9991440773010254,2
133,-0.4198237657546997,-0.08350776880979538,0.21099956333637238,-0.005963746923953295,-0.04134839028120041,0.0028269707690924406,0.9991229772567749,2
134,-0.421299010515213,-0.08630562573671341,0.21345214545726776,-0.007617432624101639,-0.041678979992866516,0.002389191882684827,0.9990991950035095,2
135,-0.4227052330970764,-0.08996272832155228,0.21643362939357758,-0.009617699310183525,-0.042239923030138016,0.0015408480539917946,0.9990600347518921,2
136,-0.4243967831134796,-0.09353720396757126,0.21844898164272308,-0.011760071851313114,-0.04301176592707634,5.00698370160535e-05,0.9990053772926331,2
137,-0.4252774715423584,-0.09660765528678894,0.22032731771469116,-0.013652550987899303,-0.04426506906747818,-0.0014225045451894403,0.9989255666732788,2
138,-0.4268718361854553,-0.09981389343738556,0.22350609302520752,-0.01623009517788887,-0.045494452118873596,-0.0030967574566602707,0.9988279342651367,2
139,-0.4283973276615143,-0.10261836647987366,0.22624053061008453,-0.01868649199604988,-0.04585087671875954,-0.004789224825799465,0.9987620711326599,2
140,-0.4295348525047302,-0.10422372072935104,0.22985424101352692,-0.020002048462629318,-0.045800358057022095,-0.005732264369726181,0.9987339377403259,2
141,-0.4306124448776245,-0.10576454550027847,0.23370493948459625,-0.02155822142958641,-0.045889127999544144,-0.00655412906780839,0.9986924529075623,2
142,-0.43197497725486755,-0.10751510411500931,0.23669204115867615,-0.02303774282336235,-0.04607243463397026,-0.006737711373716593,0.9986497163772583,2
143,-0.43300777673721313,-0.10906019061803818,0.23934659361839294,-0.024291278794407845,-0.04620783403515816,-0.006492642220109701,0.9986153841018677,2
144,-0.4339388310909271,-0.11023734509944916,0.24260812997817993,-0.02589103952050209,-0.046484023332595825,-0.005881659686565399,0.9985661506652832,2
145,-0.43471115827560425,-0.11080288141965866,0.24528354406356812,-0.026914432644844055,-0.045630622655153275,-0.005341630429029465,0.9985814690589905,2
146,-0.43502360582351685,-0.1112331673502922,0.24705545604228973,-0.027861405164003372,-0.04443841427564621,-0.004734555725008249,0.9986123442649841,2
147,-0.434972882270813,-0.11172671616077423,0.2501218318939209,-0.02941077947616577,-0.043241191655397415,-0.003679149318486452,0.9986249208450317,2
148,-0.434799462556839,-0.11192410439252853,0.2523404061794281,-0.031111475080251694,-0.04163503274321556,-0.0024225758388638496,0.998645544052124,2
149,-0.4347086548805237,-0.11209790408611298,0.2549971044063568,-0.03238579258322716,-0.03995131701231003,-0.0014386612456291914,0.9986756443977356,2
150,-0.43484681844711304,-0.11186814308166504,0.25806427001953125,-0.03345975652337074,-0.03791540488600731,-0.000856268685311079,0.9987202882766724,2
151,-0.4348914325237274,-0.11145391315221786,0.26020723581314087,-0.03421124815940857,-0.03585799038410187,-0.0007824200438335538,0.9987708926200867,2
152,-0.43510735034942627,-0.1111016646027565,0.26189014315605164,-0.03425944969058037,-0.034377146512269974,-0.0007796893478371203,0.9988212585449219,2
153,-0.435873806476593,-0.11030810326337814,0.26325976848602295,-0.0339810885488987,-0.0336589477956295,-0.0006540965987369418,0.9988553524017334,2
154,-0.43589845299720764,-0.11005748063325882,0.26438501477241516,-0.03389384597539902,-0.03336520493030548,-0.0010663405992090702,0.9988677501678467,2
155,-0.43615344166755676,-0.1097639948129654,0.2637273669242859,-0.03422121703624725,-0.03309525549411774,-0.001680385903455317,0.9988647699356079,2
156,-0.4360570013523102,-0.10996741056442261,0.2637113928794861,-0.03388126194477081,-0.03268007934093475,-0.002102926839143038,0.9988892078399658,2
157,-0.43600037693977356,-0.10989896953105927,0.26347655057907104,-0.03347728028893471,-0.032647110521793365,-0.002415456809103489,0.998903214931488,2
158,-0.4345773756504059,-0.10909775644540787,0.26301875710487366,-0.03365730121731758,-0.033021554350852966,-0.003080576891079545,0.998883068561554,2
159,-0.43428096175193787,-0.10834574699401855,0.2629670202732086,-0.033842071890830994,-0.033038292080163956,-0.0036909396294504404,0.9988741874694824,2
160,-0.43383440375328064,-0.10757286101579666,0.26297974586486816,-0.033636271953582764,-0.03266393020749092,-0.004449859727174044,0.9988903403282166,2
161,-0.4344678521156311,-0.10582534968852997,0.2620135247707367,-0.03406579792499542,-0.03359778970479965,-0.00594124011695385,0.9988370537757874,2
162,-0.4344974458217621,-0.10499320179224014,0.2624630928039551,-0.03394289314746857,-0.03412850201129913,-0.0076816147193312645,0.9988113641738892,2
163,-0.434047669172287,-0.10414769500494003,0.26212140917778015,-0.03384306654334068,-0.035165365785360336,-0.00936142634600401,0.9987644553184509,2
164,-0.4342687129974365,-0.10406897217035294,0.26105087995529175,-0.03397273272275925,-0.03688441216945648,-0.010692320764064789,0.9986847043037415,2
165,-0.4339946508407593,-0.10381946712732315,0.2600797414779663,-0.033998291939496994,-0.03890872001647949,-0.012350029312074184,0.9985879063606262,2
166,-0.43393486738204956,-0.1034364327788353,0.2593766748905182,-0.03362005949020386,-0.04024772718548775,-0.01411361712962389,0.9985242486000061,2
167,-0.433580219745636,-0.10227533429861069,0.25904083251953125,-0.032316725701093674,-0.040853600949048996,-0.015737788751721382,0.9985184073448181,2
168,-0.4333511292934418,-0.1012318804860115,0.2588443160057068,-0.03139110654592514,-0.04143797606229782,-0.016787802800536156,0.9985067844390869,2
169,-0.4326584041118622,-0.10004935413599014,0.25900858640670776,-0.030619315803050995,-0.041904252022504807,-0.016712140291929245,0.9985125064849854,2
170,-0.4323919415473938,-0.09920317679643631,0.2589475214481354,-0.02994588203728199,-0.04195724427700043,-0.016005108132958412,0.998542308807373,2
171,-0.43191879987716675,-0.0978369191288948,0.2593406140804291,-0.02934248559176922,-0.04164791479706764,-0.015315989032387733,0.998583972454071,2
172,-0.43130382895469666,-0.09614486992359161,0.25984057784080505,-0.028732780367136,-0.041699666529893875,-0.014683138579130173,0.9986090660095215,2
173,-0.43014273047447205,-0.09523407369852066,0.2605966329574585,-0.027863679453730583,-0.041637636721134186,-0.014478135854005814,0.9986392259597778,2
174,-0.42937737703323364,-0.09382598847150803,0.26216742396354675,-0.026660224422812462,-0.0417698472738266,-0.014870812185108662,0.9986608028411865,2
175,-0.4290715754032135,-0.09152602404356003,0.26440656185150146,-0.025034205988049507,-0.04190205782651901,-0.015597742050886154,0.9986862540245056,2
176,-0.4284907877445221,-0.08974318951368332,0.265851765871048,-0.02385997585952282,-0.04201947897672653,-0.016490863636136055,0.9986956715583801,2
177,-0.42801958322525024,-0.0877239778637886,0.2683868408203125,-0.022496012970805168,-0.04223737493157387,-0.017308562994003296,0.9987043738365173,2
178,-0.42810869216918945,-0.0858980119228363,0.2712174952030182,-0.02095973677933216,-0.04194064810872078,-0.017896447330713272,0.9987399578094482,2
179,-0.42776060104370117,-0.08447971940040588,0.27370113134384155,-0.019784707576036453,-0.041259750723838806,-0.01824740134179592,0.9987859129905701,2
180,-0.42756718397140503,-0.08327078074216843,0.2770858705043793,-0.018654342740774155,-0.040304213762283325,-0.018429622054100037,0.9988433122634888,2
181,-0.4273515045642853,-0.08240809291601181,0.2812606990337372,-0.01806895062327385,-0.039623409509658813,-0.01852048747241497,0.998879611492157,2
182,-0.4269748628139496,-0.08191580325365067,0.2846733331680298,-0.018031705170869827,-0.03916891664266586,-0.018662231042981148,0.9988955855369568,2
183,-0.4268905222415924,-0.08148694783449173,0.2889386713504791,-0.018170000985264778,-0.03851211443543434,-0.019164977595210075,0.9989091753959656,2
184,-0.4269993305206299,-0.08127959072589874,0.2929706871509552,-0.0183648020029068,-0.03748520463705063,-0.01951654814183712,0.9989378452301025,2
185,-0.42743661999702454,-0.08080274611711502,0.2966250777244568,-0.018475936725735664,-0.03688716143369675,-0.019305791705846786,0.9989621043205261,2
186,-0.42734524607658386,-0.08061537891626358,0.3009603023529053,-0.01928216777741909,-0.03743429109454155,-0.01786378212273121,0.9989533424377441,2
187,-0.4269994795322418,-0.080912746489048,0.30595284700393677,-0.020207032561302185,-0.037527862936258316,-0.016430385410785675,0.9989561438560486,2
188,-0.4277889132499695,-0.08074472099542618,0.3092866539955139,-0.020505372434854507,-0.03711036220192909,-0.015748057514429092,0.9989766478538513,2
189,-0.42864707112312317,-0.08070025593042374,0.31444481015205383,-0.020393885672092438,-0.03670898824930191,-0.015003476291894913,0.9990051984786987,2
190,-0.4292375445365906,-0.080460324883461,0.31869325041770935,-0.020353829488158226,-0.03704702481627464,-0.014328465797007084,0.9990034699440002,2
191,-0.4296996295452118,-0.0806998685002327,0.32310184836387634,-0.020443858578801155,-0.037366412580013275,-0.013773774728178978,0.9989975690841675,2
192,-0.4308856725692749,-0.08043041080236435,0.3279615044593811,-0.020535700023174286,-0.0374458022415638,-0.013480803929269314,0.9989966750144958,2
193,-0.4317055344581604,-0.08037188649177551,0.33182579278945923,-0.020701482892036438,-0.03724231198430061,-0.013792249374091625,0.9989966750144958,2
194,-0.4321555495262146,-0.07990669459104538,0.3360323905944824,-0.02161220647394657,-0.0362643226981163,-0.014576886780560017,0.9990021586418152,2
